NUMCPT,NOMCLI,TYPE_CLIENT,SECTEUR_CLIENT,CONSOLIDATION_CLIENT,CODAME,CODGVR,SERVICE_TYPE
673292,MIN.INTER.DEV.LOC.GOUVERNORAT DE JENDOUBA- SECTEUR POLICE DE,GENERAL,ADMINISTRATION,GOUVERNORAT DE JENDOUBA- SECTEUR DE POLICE,MIN.INTER.DEV.LOC.,,
673302,MIN.INTER.DEV.LOC.GOUVERNORAT DU KEF- SECTEUR POLICE LE KEF,GENERAL,ADMINISTRATION,GOUVERNORAT DU KEF- SECTEUR DE POLICE,MIN.INTER.DEV.LOC.,,
673312,MIN.INTER.DEV.LOC.GOUVERNORAT DE SILIANA- SECTEUR DE POLICE S,GENERAL,ADMINISTRATION,GOUVERNORAT DE SILIANA- SECTEUR DE POLICE,MIN.INTER.DEV.LOC.,,
673322,MIN.INTER.DEV.LOC. COMMUNE DE MAAGOULA,GENERAL,ADMINISTRATION,COMMUNE DE MAAGOULA,MIN.INTER.DEV.LOC.,,
673332,MIN.INTER.DEV.LOC.COMMUNE DE TOUIREF,GENERAL,ADMINISTRATION,COMMUNE DE TOUIREF,MIN.INTER.DEV.LOC.,,
673342,MIN.INTER.DEV.LOC.ECOLE COMMONDOS DE LA GARDE NLE.,GENERAL,ADMINISTRATION,ECOLE COMMONDOS DE LA GARDE NLE.,MIN.INTER.DEV.LOC.,,
673352,MIN.INTER.DEV.LOC. COMMUNE DE MAKTHAR,GENERAL,ADMINISTRATION,COMMUNE DE MAKTHAR,MIN.INTER.DEV.LOC.,,
673362,MIN.INTER.DEV.LOC. COMMUNE DE GOUBELLAT,GENERAL,ADMINISTRATION,COMMUNE DE GOUBELLAT,MIN.INTER.DEV.LOC.,,
673372,MIN.INTER.DEV.LOC.COMMUNE BOUARADA,GENERAL,ADMINISTRATION,COMMUNE BOUARADA,MIN.INTER.DEV.LOC.,,
673382,MIN.EDUC.FORM.ECOLE PREPARATOIRE PILOTE,GENERAL,ADMINISTRATION,ECOLE PREPARATOIRE PILOTE,MIN.EDUC.,,
673392,MIN.INTER.DEV.LOC.MIN.INTER.  COMMUNE DE TABARKA,GENERAL,ADMINISTRATION,COMMUNE DE TABARKA,MIN.INTER.DEV.LOC.,,
673402,MIN.INTER.DEV.LOC.COMMUNE DE BOUSALEM,GENERAL,ADMINISTRATION,COMMUNE DE BOUSALEM,MIN.INTER.DEV.LOC.,,
673412,MIN.INTER.DEV.LOC.COMMUNE DAHMANI,GENERAL,ADMINISTRATION,COMMUNE DAHMANI,MIN.INTER.DEV.LOC.,,
673422,MIN.INTER.DEV.LOC. COMMUNE NEBEUR,GENERAL,ADMINISTRATION,COMMUNE NEBEUR,MIN.INTER.DEV.LOC.,,
673432,MIN.INTER.DEV.LOC.CONSEIL DE GOUVERNORAT DU BIZERTE,GENERAL,ADMINISTRATION,GOUVERNORAT DU BIZERTE,MIN.INTER.DEV.LOC.,,
673442,MIN.INTER.DEV.LOC.COMMUNE DE SILIANA,GENERAL,ADMINISTRATION,COMMUNE DE SILIANA,MIN.INTER.DEV.LOC.,,
673452,MIN.INTER.DEV.LOC.GOUVERNORAT DE JENDOUBA,GENERAL,ADMINISTRATION,GOUVERNORAT DE JENDOUBA,MIN.INTER.DEV.LOC.,,
673462,MIN.INTER.DEV.LOC.CONSEIL GOUVERNORAT      P. D. R.,GENERAL,ADMINISTRATION,CONSEIL GOUVERNORAT      P. D. R.,MIN.INTER.DEV.LOC.,,
673472,MIN.JUSTICE DROITS HOMMEPRISON CIVIL DU KEF,GENERAL,ADMINISTRATION,PRISON CIVIL DU KEF,MIN.JUSTICE DROITS HOMME,,
673482,MIN.INTER.DEV.LOC.GOUVERNORAT DE SILIANA,GENERAL,ADMINISTRATION,GOUVERNORAT DE SILIANA,MIN.INTER.DEV.LOC.,,
673492,MIN.INTER. COMMUNE MENZEL M'HIRI,GENERAL,ADMINISTRATION,COMMUNE MENZEL M'HIRI,MIN.INTER.DEV.LOC.,,
673502,MIN.INTER.  COMMUNE DE KESRA,GENERAL,ADMINISTRATION,COMMUNE DE KESRA,MIN.INTER.DEV.LOC.,,
673512,MIN.JUSTICE DROITS HOMMEPRISON DE BORJ ERROUMI,GENERAL,ADMINISTRATION,PRISON DE BORJ ERROUMI,MIN.JUSTICE DROITS HOMME,,
673522,MIN.JUSTICE DROITS HOMMEPRISON CIVIL DE NADHOUR,GENERAL,ADMINISTRATION,PRISON CIVIL DE NADHOUR,MIN.JUSTICE DROITS HOMME,,
673532,MIN.INTER.DEV.LOC.COMMUNE DE AIN DRAHEM,GENERAL,ADMINISTRATION,COMMUNE DE AIN DRAHEM,MIN.INTER.DEV.LOC.,,
673542,MIN.JUSTICE DROITS HOMMECENTRE DE REEDUCATION DES MINEURS,GENERAL,ADMINISTRATION,CENTRE DE REEDUCATION DES MINEURS,MIN.JUSTICE DROITS HOMME,,
673552,MIN.INTER.DEV.LOC.COMMUNE DE GHARDIMAOU,GENERAL,ADMINISTRATION,COMMUNE DE GHARDIMAOU,MIN.INTER.DEV.LOC.,,
673562,MIN.INTER.DEV.LOC.COMMUNE DE NEFZA,GENERAL,ADMINISTRATION,COMMUNE DE NEFZA,MIN.INTER.DEV.LOC.,,
673572,MIN.JUSTICE DROITS HOMMEPRISON CIVILE DE BIZERTE,GENERAL,ADMINISTRATION,PRISON CIVILE DE BIZERTE,MIN.JUSTICE DROITS HOMME,,
673582,MIN.INTER.DEV.LOC.COMMUNE DE RAS JEBEL,GENERAL,ADMINISTRATION,COMMUNE DE RAS JEBEL,MIN.INTER.DEV.LOC.,,
673592,MIN.INTER.DEV.LOC.COMMUNE DE SEJNENE,GENERAL,ADMINISTRATION,COMMUNE DE SEJNENE,MIN.INTER.DEV.LOC.,,
673602,MIN.INTER.DEV.LOC.COMMUNE DE BARGOU,GENERAL,ADMINISTRATION,COMMUNE DE BARGOU,MIN.INTER.DEV.LOC.,,
673612,MIN.INTER.DEV.LOC.COMMUNE DE BIZERTE,GENERAL,ADMINISTRATION,COMMUNE DE BIZERTE,MIN.INTER.DEV.LOC.,,
673622,MIN.INTER.DEV.LOC.COMMUNE DE GHAR EL MELEH,GENERAL,ADMINISTRATION,COMMUNE DE GHAR EL MELEH,MIN.INTER.DEV.LOC.,,
673632,MIN.JUSTICE DROITS HOMMEPRISON CIVILE SILIANA,GENERAL,ADMINISTRATION,PRISON CIVILE SILIANA,MIN.JUSTICE DROITS HOMME,,
673642,MIN.JUSTICE DROITS HOMMEPRISON CIVILE EDDYR,GENERAL,ADMINISTRATION,PRISON CIVILE EDDYR,MIN.JUSTICE DROITS HOMME,,
673652,MIN.INTER.DEV.LOC.COMMUNE  LE KRIB,GENERAL,ADMINISTRATION,COMMUNE  LE KRIB,MIN.INTER.DEV.LOC.,,
673662,MIN.INTER.DEV.LOC.COMMUNE DE TAJEROUINE,GENERAL,ADMINISTRATION,COMMUNE DE TAJEROUINE,MIN.INTER.DEV.LOC.,,
673672,MIN.INTER.DEV.LOC.CONSEIL REGIONAL DE GOUVERNORAT DE BEJA  P.,GENERAL,ADMINISTRATION,CONSEIL REGIONAL DE GOUVERNORAT DE BEJA  P.,MIN.INTER.DEV.LOC.,,
673682,MIN.INTER.DEV.LOC.GOUVERNORAT DE BIZERTE  SCE. P.D.R,GENERAL,ADMINISTRATION,GOUVERNORAT DE BIZERTE  SCE. P.D.R,MIN.INTER.DEV.LOC.,,
673692,PRISON CIVILE DE BEJA,GENERAL,ADMINISTRATION,PRISON CIVILE DE BEJA,MIN.JUSTICE DROITS HOMME,,
673702,MIN.INTER.DEV.LOC.GOUVERNORAT DU KEF SCE ANIMATION RURALE,GENERAL,ADMINISTRATION,GOUVERNORAT DU KEF SCE ANIMATION RURALE,MIN.INTER.DEV.LOC.,,
673712,MIN.INTER.DEV.LOC.GOUVERNORAT DU KEF,GENERAL,ADMINISTRATION,GOUVERNORAT DU KEF,MIN.INTER.DEV.LOC.,,
673722,MIN.INTER.DEV.LOC.PRISON CIVILE BULLA-REGIA,GENERAL,ADMINISTRATION,PRISON CIVILE BULLA-REGIA,MIN.INTER.DEV.LOC.,,
673732,MIN.INTER.DEV.LOC.COMMUNE DE TINJA,GENERAL,ADMINISTRATION,COMMUNE DE TINJA,MIN.INTER.DEV.LOC.,,
673742,MIN.INTER.DEV.LOC.COMMUNE DE ROUHIA,GENERAL,ADMINISTRATION,COMMUNE DE ROUHIA,MIN.INTER.DEV.LOC.,,
673752,MIN.INTER.DEV.LOC.GOUVERNORAT DE SILIANA,GENERAL,ADMINISTRATION,GOUVERNORAT DE SILIANA,MIN.INTER.DEV.LOC.,,
673762,MIN.INTER.DEV.LOC.CONSEIL REG. DU GOUVERNORAT DE SILIANA,GENERAL,ADMINISTRATION,CONSEIL REG. DU GOUVERNORAT DE SILIANA,MIN.INTER.DEV.LOC.,,
673772,MIN.INTER.DEV.LOC.CONSEIL DE GOUVERNORAT DU KEF,GENERAL,ADMINISTRATION,CONSEIL DE GOUVERNORAT DU KEF,MIN.INTER.DEV.LOC.,,
673782,MIN.INTER.DEV.LOC.COMMUNE DU KEF,GENERAL,ADMINISTRATION,COMMUNE DU KEF,MIN.INTER.DEV.LOC.,,
673792,MIN.INTER.DEV.LOC.COMMUNE DE TEBOURSOUK,GENERAL,ADMINISTRATION,COMMUNE DE TEBOURSOUK,MIN.INTER.DEV.LOC.,,
673802,MIN.INTER.DEV.LOC.COMMUNE DE BENI METIR,GENERAL,ADMINISTRATION,COMMUNE DE BENI METIR,MIN.INTER.DEV.LOC.,,
673812,MIN.INTER.DEV.LOC.GOUVERNORAT DE JENDOUBA P D R I,GENERAL,ADMINISTRATION,GOUVERNORAT DE JENDOUBA P D R I,MIN.INTER.DEV.LOC.,,
673822,MIN.INTER.DEV.LOC.COMMUNE EL KSOUR,GENERAL,ADMINISTRATION,COMMUNE EL KSOUR,MIN.INTER.DEV.LOC.,,
673832,MIN.INTER.DEV.LOC.COMMUNE DE SAKIET SIDI YOUSSEF,GENERAL,ADMINISTRATION,COMMUNE DE SAKIET SIDI YOUSSEF,MIN.INTER.DEV.LOC.,,
673842,MIN.INTER.DEV.LOC.COMMUNE  DE KALAA EL KHASBA,GENERAL,ADMINISTRATION,COMMUNE  DE KALAA EL KHASBA,MIN.INTER.DEV.LOC.,,
673852,MIN.INTER.DEV.LOC.ECOLE NAT.DE FORMATION DES OFFIERS DE POLIC,GENERAL,ADMINISTRATION,ECOLE NAT.DE FORMATION DES OFFIERS DE POLIC,MIN.INTER.DEV.LOC.,,
673862,MIN.INTER.DEV.LOC.COMMUNE DE FERNANA,GENERAL,ADMINISTRATION,COMMUNE DE FERNANA,MIN.INTER.DEV.LOC.,,
673872,MIN.INTER.DEV.LOC.CAISSE DE LA PROM. DES ACIVITES DES JEUNES,GENERAL,ADMINISTRATION,CAISSE DE LA PROM. DES ACIVITES DES JEUNES,MIN.INTER.DEV.LOC.,,
673882,MIN.INTER.DEV.LOC.COMMUNE DE SERS,GENERAL,ADMINISTRATION,COMMUNE DE SERS,MIN.INTER.DEV.LOC.,,
673892,MIN.INTER.DEV.LOC.COMMUNE AOUSJA,GENERAL,ADMINISTRATION,COMMUNE AOUSJA,MIN.INTER.DEV.LOC.,,
673902,MIN.INTER.DEV.LOC.COMMUNE DE TESTOUR,GENERAL,ADMINISTRATION,COMMUNE DE TESTOUR,MIN.INTER.DEV.LOC.,,
673912,MIN.INTER.DEV.LOC.COMMUNE DE MENZEL SALEM,GENERAL,ADMINISTRATION,COMMUNE DE MENZEL SALEM,MIN.INTER.DEV.LOC.,,
673922,MIN.INTER. COMMUNE DE TAMERZA,GENERAL,ADMINISTRATION,COMMUNE DE TAMERZA,MIN.INTER.DEV.LOC.,,
673932,MIN.INTER.DEV.LOC. COMMUNE SIDI ALI BEN AOUN,GENERAL,ADMINISTRATION,COMMUNE SIDI ALI BEN AOUN,MIN.INTER.DEV.LOC.,,
673942,MIN.INTER.DEV.LOC. COMMUNE DE SIDI BOUROUIS,GENERAL,ADMINISTRATION,COMMUNE DE SIDI BOUROUIS,MIN.INTER.DEV.LOC.,,
673952,MIN.INTER. ECOLE NATIONALE DE LA PROTECTION CIVILE,GENERAL,ADMINISTRATION,ECOLE NATIONALE DE LA PROTECTION CIVILE,MIN.INTER.DEV.LOC.,,
673962,MIN.INTER.   COMMUNE AIN JELLOULA,GENERAL,ADMINISTRATION,COMMUNE AIN JELLOULA,MIN.INTER.DEV.LOC.,,
673972,MUNICIPALITE  SMAR,GENERAL,ADMINISTRATION,MUNICIPALITE SMAR,MIN.INTER.DEV.LOC.,,
673982,MINISTERE DE L'INTERIEUR   COMMUNE  EL  AMRA,GENERAL,ADMINISTRATION,MINISTERE DE L'INTERIEUR   EL  AMRA,MIN.INTER.DEV.LOC.,,
673992,MINISTERE DEVELOP.LOCAL   COMMUNE EL FAOUAR,GENERAL,ADMINISTRATION,MINISTERE DEVELOP.LOCAL  EL FAOUAR,MIN.INTER.DEV.LOC.,,
674012,MIN.SPORTSCOMM. REG. DES SPORTS,GENERAL,ADMINISTRATION,COMM. REG. DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.,,
674022,MIN.AFF.FEM.FAM.ENF.CENTRE INTEGRE DE LA JEUN ET DE L'ENFANCE,GENERAL,ADMINISTRATION,CENTRE INTEGRE DE LA JEUN ET DE L'ENFANCE,MIN.AFF.FEM.FAM.ENF.,,
674032,MIN.AFF.SOC.SOLID.C.F.P. JENDOUBA,GENERAL,ADMINISTRATION,C.F.P. JENDOUBA,MIN.AFF.FEM.FAM.ENF.,,
674042,MIN.EMPLOICENTRE SECT.DE FORM.DANS LA MAINT.HOTELIERE,GENERAL,ADMINISTRATION,CENTRE SECT.DE FORM.DANS LA MAINT.HOTELIERE,MIN.EMPLOI,,
674052,MIN.AFF.SOC.SOLID. CENTRE DE DEFENSE ET D'INTEGRATION SOCIALE ....,GENERAL,ADMINISTRATION,CENTRE DE DEFENSE ET D'INTEGRATION SOCIALE ....,MIN.AFF.FEM.FAM.ENF.,,
674062,MIN.AFF.FEM.FAM.ENF.CENTRE INTEGRE JEUN.ENF.,GENERAL,ADMINISTRATION,CENTRE INTEGRE DE LA JEUNESE ET DE L'ENFANC,MIN.AFF.FEM.FAM.ENF.,,
674072,MIN.FIN.TRESORERIE REGIONALE DU KEF,GENERAL,ADMINISTRATION,TRESORERIE REGIONALE DU KEF,MIN.FIN.,,
674082,MIN.AFF.SOC.SOLID.CENTRE DE DEFENSE ET INTEGRATION SOC.,GENERAL,ADMINISTRATION,CENTRE DE DEFENSE ET INTEGRATION SOC.,MIN.AFF.FEM.FAM.ENF.,,
674092,MIN.TOURIS. ECOLE HOTELIERE DE MONASTIR,GENERAL,ADMINISTRATION,ECOLE HOTELIERE DE MONASTIR,MIN.TOURIS.COMM.ART.,,
674102,MIN.CULT.JEUN.LOIS.CENTRE INTEGRE JEUN.ENF.,GENERAL,ADMINISTRATION,CENTRE INTEGRE JEUN.ENF.,MIN.CULT.SAUVEGARDE DU PATRIMOINE,,
674112,MIN.AFF.FEM.FAM.ENF.CENTRE INTEGRE DE LA JEUNESE ET DE L'ENFANC,GENERAL,ADMINISTRATION,CENTRE INTEGRE DE LA JEUNESE ET DE L'ENFANC,MIN.AFF.FEM.FAM.ENF.,,
674122,MIN.EDUC. LYCEE HOUCINE BOUZAIENE,GENERAL,ADMINISTRATION,MIN.EDUC. LYCEE HOUCINE BOUZAIENE,MIN.EDUC.,,
674142,MIN.EDUC. LYCEE ENFIDHA,GENERAL,ADMINISTRATION,MIN.EDUC. LYCEE ENFIDHA,MIN.EDUC.,,
674152,MIN.EDUC. ECOLE PREPARATOIRE CITE EDDIR,GENERAL,ADMINISTRATION,MIN.EDUC. ECOLE PREPARATOIRE CITE EDDIR,MIN.EDUC.,,
674162,MIN.AFF.FEM.FAM.ENF.CENTRE INTEGRE DE LA JEUN. ET DE L'ENF.DU K,GENERAL,ADMINISTRATION,CENTRE INTEGRE DE LA JEUN. ET DE L'ENF.DU K,MIN.AFF.FEM.FAM.ENF.,,
674172,MIN.EMPLOICENTRE DE LA FORM.PROF.,GENERAL,ADMINISTRATION,CENTRE DE LA FORM.PROF.,MIN.EMPLOI,,
674182,MIN.AFF.SOC.SOLID.DLEG.REG.DE SILIANA,GENERAL,ADMINISTRATION,DLEG.REG.DE SILIANA,MIN.AFF.FEM.FAM.ENF.,,
674192,MIN.AFF.FEM.FAM.ENF.CENTRE INTEGRE DE LA JEUN ET DE DE L'ENF.T,GENERAL,ADMINISTRATION,CENTRE INTEGRE DE LA JEUN ET DE DE L'ENF.T,MIN.AFF.FEM.FAM.ENF.,,
674212,MIN.AFF.SOC.SOLID.CFP,GENERAL,ADMINISTRATION,CFP,MIN.AFF.FEM.FAM.ENF.,,
674222,MIN.AFF.SOC.SOLID.ECOLE NAT.DES SCES.SOC.,GENERAL,ADMINISTRATION,ECOLE NAT.DES SCES.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674232,MIN.EDUC.FORM.CENTRE DE LA FORMATION FEMININE,GENERAL,ADMINISTRATION,CENTRE DE LA FORMATION FEMININE,MIN.EDUC.,,
674242,MIN.AFF.SOC.SOLID.FAMILLE PROD.DE BIZERTE,GENERAL,ADMINISTRATION,FAMILLE PROD.DE BIZERTE,MIN.AFF.FEM.FAM.ENF.,,
674252,MIN.CULT.JEUN.LOIS.CENTRE INTEG.JEUN.ENF.,GENERAL,ADMINISTRATION,CENTRE INTEG.JEUN.ENF.,MIN.CULT.SAUVEGARDE DU PATRIMOINE,,
674262,MIN.EMPLOIAGENCE TUNISIENNE DE LA FORM.PROF.,GENERAL,ADMINISTRATION,AGENCE TUNISIENNE DE LA FORM.PROF.,MIN.EMPLOI,,
674282,MIN.AFF.SOC.SOLID.DELEG.REG.DE BEJA,GENERAL,ADMINISTRATION,DELEG.REG.DE BEJA,MIN.AFF.FEM.FAM.ENF.,,
674312,MIN.EDUC.FORM.CENTRE FORM.PROF.DES MET.TER.,GENERAL,ADMINISTRATION,CENTRE FORM.PROF.DES MET.TER.,MIN.EDUC.,,
674322,MIN.SPORTSINSTITUT SUP. SPORT EDUC PHYS.,GENERAL,ADMINISTRATION,INSTITUT SUP. SPORT EDUC PHYS.,MIN.JEUN.SPORTS EDUC.PHYS.,,
674332,MIN.FORM.PROF.EMP.CENTRE SECT.FORM.MECANIQUE AGRICOLE,GENERAL,ADMINISTRATION,CENTRE SECT.FORM.MECANIQUE AGRICOLE,MIN.AGRIC.ENV.RESS.HYD.,,
674342,MIN.AFF.SOC.SOLID.DELEG.REG.DU KEF,GENERAL,ADMINISTRATION,DELEG.REG.DU KEF,MIN.AFF.FEM.FAM.ENF.,,
674352,MIN.SPORTSCOMMISSARIAT REG. DES SPORTS,GENERAL,ADMINISTRATION,COMMISSARIAT REG. DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.,,
674362,MIN.SPORTSCOMMISSARIAT REGIONAL DES SPORTS,GENERAL,ADMINISTRATION,COMMISSARIAT REGIONAL DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.,,
674372,MIN.SPORTSCOMM. REG. DES SPORTS,GENERAL,ADMINISTRATION,COMM. REG. DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.,,
674382,MIN.CULT.JEUN.LOIS.COMMISSARIAT REG. JEUN. ENF.,GENERAL,ADMINISTRATION,COMMISSARIAT REG. JEUN. ENF.,MIN.CULT.SAUVEGARDE DU PATRIMOINE,,
674392,MIN.SPORTSCOMPLEXE SPORTIF INTERNATINAL,GENERAL,ADMINISTRATION,COMPLEXE SPORTIF INTERNATINAL,MIN.JEUN.SPORTS EDUC.PHYS.,,
674402,MIN.EMPLOIBUREAU REG.DE L'APPRENTISSAGE DE SILIANA,GENERAL,ADMINISTRATION,BUREAU REG.DE L'APPRENTISSAGE DE SILIANA,MIN.EMPLOI,,
674412,MIN.AFF.SOC. CENTRE DE DEFENSE ET D'INTEG.SOC.,GENERAL,ADMINISTRATION,CENTRE DE DEFENSE ET D'INTEG.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674422,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674432,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674442,MIN.AFF.SOC.  DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674452,MIN.AFF.SOC.  DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674462,MIN.AFF.SOC.  DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674472,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674482,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674492,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674502,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674512,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674522,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674532,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674542,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC. CITE ADMINISTRATIVE BEJA,MIN.AFF.FEM.FAM.ENF.,,
674552,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674562,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674572,MIN.AFF.SOC. DIR.REG.AFF.SOC.,GENERAL,ADMINISTRATION,DIR.REG.AFF.SOC.,MIN.AFF.FEM.FAM.ENF.,,
674582,MIN.ENS.SUP.RECH.SC.TECH. CITE UNIVERSITAIRE EL FEJJA,GENERAL,ADMINISTRATION,CITE UNIVERSITAIRE EL FEJJA,MIN.ENS.SUP.RECH.SC.,,
674592,CENTRE D'ATHLETISME  KEBILI,GENERAL,ADMINISTRATION,CENTRE D'ATHLETISME  KEBILI,MIN.JEUN.SPORTS EDUC.PHYS.,,
674602,MIN.AFF.SOC.SOLID. C.R.P.H.M.A.V.,GENERAL,ADMINISTRATION,C.R.P.H.M.A.V.,MIN.AFF.FEM.FAM.ENF.,,
674612,MIN.ENS.SUP.RECH.SC.TECH. CITE UNIVERSITAIRE KELIBIA,GENERAL,ADMINISTRATION,CITE UNIVERSITAIRE KELIBIA,MIN.ENS.SUP.RECH.SC.,,
674622,MIN.TOURIS.COMMISSARIAT REG.DE TOURISME,GENERAL,ADMINISTRATION,COMMISSARIAT REG.DE TOURISME,MIN.TOURIS.COMM.ART.,,
674632,MIN.ENS.SUP.RECH.SC.TECH. FACULTE DES SC.ET TECHNIQUES,GENERAL,ADMINISTRATION,FACULTE DES SC.ET TECHNIQUES,MIN.ENS.SUP.RECH.SC.,,
674642,MIN. ENS. SUP. RECH. SC. INST. SUP.SC. APPL. TECH.,GENERAL,ADMINISTRATION,INST. SUP.SC. APPL. TECH.,MIN.ENS.SUP.RECH.SC.,,
674652,MIN.JUSTICE   DIR.REG.JUSTICE,GENERAL,ADMINISTRATION,DIR.REG.JUSTICE SFAX,MIN.JUSTICE DROITS HOMME,,
674662,MIN.JUSTICE  DIR.REG.JUSTICE,GENERAL,ADMINISTRATION,DIR.REG.JUSTICE MEDENINE,MIN.JUSTICE DROITS HOMME,,
674672,MIN.JUSTICE  DIR.REG.JUSTICE,GENERAL,ADMINISTRATION,DIR.REG.JUSTICE GAFSA,MIN.JUSTICE DROITS HOMME,,
674682,MIN.JUSTICE  DIR.REG.JUSTICE,GENERAL,ADMINISTRATION,MIN.JUSTICE  DIR.REG.JUSTICE,MIN.JUSTICE DROITS HOMME,,
674692,MIN.JUSTICE   DIR. REG. JUSTICE,GENERAL,ADMINISTRATION,DIR.REG.JUSTICE SOUSSE,MIN.JUSTICE DROITS HOMME,,
674702,MIN.JUSTICE  DIR.REG. JUSTICE,GENERAL,ADMINISTRATION,DIR.REG.JUSTICE NABEUL,MIN.JUSTICE DROITS HOMME,,
674712,MIN.JUSTICE  DIR. REG. JUSTICE,GENERAL,ADMINISTRATION,DIR.REG.JUSTICE LE KEF,MIN.JUSTICE DROITS HOMME,,
674722,MIN.TOURIS.  COMMISSARIAT REG . AU TOURISME,GENERAL,ADMINISTRATION,COMMISSARIAT REG . AU TOURISME,MIN.TOURIS.COMM.ART.,,
674732,MIN.JUSTICE   DIRECTION REGIONALE DE LA JUSTICE,GENERAL,ADMINISTRATION,DIR.REG.JUSTICE BIZERTE,MIN.JUSTICE DROITS HOMME,,
674742,MIN.ENS.SUP.RECH.SC.TECH. CENTRE UNIV.D'ANIM.CULT. SPORTS,GENERAL,ADMINISTRATION,CENTRE UNIV.D'ANIM.CULT. SPORTS,MIN.ENS.SUP.RECH.SC.,,
674752,MIN.EDUC.   LYCEE DE TOZEUR,GENERAL,ADMINISTRATION,MIN.EDUC.   LYCEE DE TOZEUR,MIN.EDUC.,,
674762,MIN.JEUN.SPORTS COMPLEXE DES SPORTS,GENERAL,ADMINISTRATION,COMPLEXE DES SPORTS,MIN.JEUN.SPORTS EDUC.PHYS.,,
674772,MIN.JEUN.SPORTS  COMPLEXE DES JEUNES SAHLOUL,GENERAL,ADMINISTRATION,COMPLEXE DES JEUNES SAHLOUL,MIN.JEUN.SPORTS EDUC.PHYS.,,
674782,MIN.AFF.SOC.  CENTRE D'ENCADREMENT ET D'ORIENTATION SOCIALE,GENERAL,ADMINISTRATION,CENTRE D'ENCADREMENT ET D'ORIENTATION SOCIALE,MIN.AFF.FEM.FAM.ENF.,,
674792,MIN.EDUC.  LYCEE BENI MEHIRA,GENERAL,ADMINISTRATION,MIN.EDUC.  LYCEE BENI MEHIRA,MIN.EDUC.,,
674802,MIN.EDUC.   ECOLE  PREP.  ZAOUIA - KSIBA - THRAYET,GENERAL,ADMINISTRATION,MIN.EDUC.   ECOLE  PREP.  ZAOUIA - KSIBA - THRAYET,MIN.EDUC.,,
674812,MIN.ENS.SUP.RECH.SC. CENTRE UNIV. D'ANIM.CULT.SPORT.,GENERAL,ADMINISTRATION,MIN.ENS.SUP.RECH.SC. CENTRE UNIV. D'ANIM.CULT.SPORT.,MIN.ENS.SUP.RECH.SC.,,
674822,MIN.ENS.SUP.RECH.SC.TECH.   CENTRE  UNIV. D'ANIM. CULT. SPORTIF,GENERAL,ADMINISTRATION,CENTRE  UNIV. D'ANIM. CULT. SPORTIF,MIN.ENS.SUP.RECH.SC.,,
